# LAMMPS data file written by OVITO Basic 3.10.3

72 atoms
2 atom types

0.0 8.4592695236 xlo xhi
0.0 6.1890815567 ylo yhi
0.0 18.2712993622 zlo zhi
-1.288231892 0.0 0.0 xy xz yz

Masses

1 101.07  # Ru
2 30.973761  # P

Atoms  # atomic

1 1 5.73329143 4.775099228 7.804457623
2 1 1.437746202 1.413982329 10.466841739
3 1 5.667380964 1.413982329 16.940107305
4 1 1.503656668 4.775099228 1.331192058
5 1 -0.065298136 3.523747395 4.894680115
6 1 7.236335768 2.665334161 13.376619247
7 1 3.006701006 2.665334161 14.030329796
8 1 4.164336626 3.523747395 4.240969566
9 1 0.091241155 3.715367549 17.118307287
10 1 7.079796477 2.473714007 1.152992075
11 1 2.850161715 2.473714007 7.982657606
12 1 4.320875916 3.715367549 10.288641756
13 1 0.814825467 0.689216122 1.786311853
14 1 6.356212165 5.499865435 16.484987509
15 1 2.126577403 5.499865435 10.921961535
16 1 5.044460228 0.689216122 7.349337828
17 1 1.112218401 4.526997516 7.304536602
18 1 6.058819231 1.662084041 10.966762761
19 1 1.829184469 1.662084041 16.440186283
20 1 5.341853163 4.526997516 1.831113079
21 1 0.5789619 0.551738054 7.866324243
22 1 6.592075732 5.637343503 10.404975119
23 1 2.36244097 5.637343503 17.001973924
24 1 4.808596662 0.551738054 1.269325438
25 1 6.101334674 1.512122595 4.771951797
26 1 1.069702958 4.676958962 13.499347565
27 1 5.29933772 4.676958962 13.907601478
28 1 1.871699912 1.512122595 4.363697884
29 1 6.72783304 5.772420208 4.151568098
30 1 0.443204592 0.416661349 14.119731264
31 1 4.672839354 0.416661349 13.28721778
32 1 2.498198278 5.772420208 4.984081583
33 1 3.007554408 2.533011598 1.811215634
34 1 4.163483223 3.656069959 16.460083728
35 1 -0.066151539 3.656069959 10.946865316
36 1 7.23718917 2.533011598 7.324434047
37 2 -0.695303638 4.47999763 2.233976959
38 2 7.86634127 1.709083926 16.037322403
39 2 3.636706508 1.709083926 11.36962664
40 2 3.534331124 4.47999763 6.901672722
41 2 1.909250859 3.916568402 3.49645066
42 2 5.261786773 2.272513155 14.774848702
43 2 1.032152011 2.272513155 12.632100341
44 2 6.13888562 3.916568402 5.639199021
45 2 7.411783628 0.223159714 6.476536128
46 2 -0.240745996 5.965921843 11.794763234
47 2 3.988888766 5.965921843 15.61218581
48 2 3.182148866 0.223159714 2.659113553
49 2 0.055966125 5.929288669 5.616195455
50 2 7.115071507 0.259792887 12.655103907
51 2 2.885436745 0.259792887 14.751845136
52 2 4.285600887 5.929288669 3.519454226
53 2 0.89890908 2.458247493 0.27898447
54 2 6.272128552 3.730834064 17.992314892
55 2 2.04249379 3.730834064 9.414634151
56 2 5.128543841 2.458247493 8.856665211
57 2 -0.271190062 5.926943007 17.85166243
58 2 7.442227694 0.262138549 0.419636932
59 2 3.212592932 0.262138549 8.716012749
60 2 3.958444699 5.926943007 9.555286614
61 2 1.147052237 2.379002492 6.441327335
62 2 6.023985394 3.810079064 11.829972028
63 2 1.794350632 3.810079064 15.576977016
64 2 5.376686999 2.379002492 2.694322347
65 2 7.767115801 1.70838456 3.373941598
66 2 -0.596078169 4.480696996 14.897357765
67 2 3.633556593 4.480696996 12.509591279
68 2 3.537481039 1.70838456 5.761708083
69 2 -0.583596637 4.499412779 8.840823995
70 2 7.754634268 1.689668778 9.430475368
71 2 3.524999506 1.689668778 17.976473676
72 2 3.646038125 4.499412779 0.294825687
